"","id","Hotel_Name","Hotel_Country","Hotel_City","Hotel_lat","Hotel_lng","Businesses_100m","Businesses_1km","Businesses_5km","Room_Type_Level","Guest_Type","Trip_Type","Stay_Duration","Review_Date","Days_Since_Review","Is_Hotel_Holiday","Is_Reviewer_Holiday","Total_Number_of_Reviews","Review_Is_Positive","Review_Positivity_Rate","Reviewer_Nationality","Negative_Review","Review_Total_Negative_Word_Counts","Positive_Review","Review_Total_Positive_Word_Counts","Average_Score","Reviewer_Score","Total_Number_of_Reviews_Reviewer_Has_Given","Additional_Number_of_Scoring","Submitted_from_Mobile"
"359515",359527,"Park Plaza Vondelpark Amsterdam","NL","Amsterdam",52.3542655,4.8664365,"4","823","8800","Superior","Group","Leisure trip","3",20160712,"387 day",1,1,2176,1,59.1837,"United Kingdom ","could be more accessible too may steps for disabled people Could do with more staff in the bar ",20,"The room was comfy spacious and clean the staff were all helpful and they went out of their way to help my wife when she broke her ankle",29,7.5,9.2,7,313,0
"451999",452011,"Hotel Esther a","NL","Amsterdam",52.3705447,4.8886439,"71","3600","9500","Classic","Solo traveler","Business trip","1",20150903,"700 day",0,0,4687,0,25,"United States of America ","My room was facing escalator",6,"Location",2,9.1,7.9,6,834,0
"423332",423344,"Golden Tulip Amsterdam Riverside","NL","Amsterdam",52.3154533,4.9962997,"1","9","408","Standard","Group","Leisure trip","2",20170302,"154 day",0,0,2362,0,40,"United Kingdom ","N a",3,"Everything",2,7.5,7.5,1,245,1
"228172",228184,"The Piccadilly London West End","GB","London",51.5121957,-0.1318384,"226","5200","20700","NULL","Couple","Leisure trip","1",20161227,"219 day",0,0,2298,1,69.4444,"United Kingdom ","the scales had broken before I stood on them ",11,"It was my birthday the weekend we stayed here and the staff had made the room look lovely as it was my birthday ",25,9,8.8,1,531,1
"434976",434988,"Ayre Hotel Rosell n","ES","Barcelona",41.4047382,2.1727127,"30","1400","13900","NULL","Couple","Couple","1",20170723,"11 days",0,0,2359,0,0,"Netherlands ","We were very disappointed The rooms were very basic not clean and rundown didn t match with the pictures on your side we had to ask for a toilet brush It was far overpriced Roof terrace was a mess with broken umbrellas The bed was to hard also",49,"No Positive",0,8.7,3.8,6,215,0
"299619",299631,"The Chelsea Harbour Hotel","GB","London",51.4756558,-0.1813888,"4","375","13900","Suite","Couple","Leisure trip","1",20170109,"206 day",0,0,1032,1,100,"United Kingdom ","No Negative",0,"Great service much improved over our last stay Room was very nice ",14,8.6,10,16,326,0
"426734",426746,"Catalonia Born","ES","Barcelona",41.3896916,2.1798661,"43","3100","13500","NULL","Group","Leisure trip","2",20160103,"578 day",0,0,2094,0,32.5,"United Kingdom ","Room was very stuffy Air con was blowing out hot air because it s winter so made it difficult to sleep as it was warm ",27,"Was easy location to find Staff were lovely and stay was enjoyable",13,8.8,8.3,3,211,1
"204538",204550,"The Arch London","GB","London",51.5159214,-0.1598794,"14","1200","19100","NULL","Couple","Leisure trip","1",20161213,"233 day",0,0,521,1,57.1429,"United Kingdom ","N a",3,"Staff very attentive",4,9.1,7.5,1,133,1
"199132",199144,"Hilton London Tower Bridge","GB","London",51.504575,-0.082675,"35","1800","15000","Deluxe","Couple","Leisure trip","1",20170227,"157 day",0,0,1705,0,47.2222,"United Kingdom ","The breakfast was not the best to be honest Also only one bath roab in the room ",19,"Location was great also Jamie s Italian which is located inside the hotel was superb ",17,8.7,7.9,2,484,1
"100848",100860,"Mondrian London","GB","London",51.5084036,-0.1067988,"11","1500","21500","Superior","Group","Leisure trip","1",20160720,"379 day",0,0,3611,1,83.3333,"United Kingdom ","Nothing everything was perfect",5,"Beautiful hotel staff extremely welcoming and friendly The breakfast was fantastic and reasonably priced The cocktail bar had amazing views over the Thames ",25,9.1,10,1,1100,1
"408788",408800,"Best Western Plus Hotel Galles","IT","Milan",45.4805847,9.2117326,"53","1300","9700","NULL","Couple","Leisure trip","2",20160528,"432 day",0,0,3550,1,100,"United States of America ","No Negative",0,"I m impressed The ambiance and the professionalism of the hotel staff ",14,8.5,9.6,6,298,0
"361620",361632,"Hilton London Wembley","GB","London",51.5576962,-0.2835263,"11","554","2800","Deluxe","Couple","Leisure trip","1",20160809,"359 day",0,0,4305,0,6.94444,"United Kingdom ","Due to a football team staying we were moved out of the bar whilst enjoying a drink areas we were resting in several times This was not bought to our attention would happen when booking Also an old tray of dirty cutlery food was left by the previous room occupant and remained there all day evening we had to ask for it to be removed ",67,"Location was great ",5,8.8,7.1,2,1427,1
"262857",262869,"Holiday Inn London Kensington Forum","GB","London",51.4942305,-0.1851141,"6","846","12900","NULL","Solo traveler","Leisure trip","4",20160427,"463 day",0,0,3867,0,17.2131,"Canada ","First room there was a problem with the toilet flushing Staff came quickly and fixed it I went out and when returned it did not Called again but after about 2nhrs went down to reception to get a new room After getting permission I was given a new room Lucky I had not unpacked The rooms are old and have not been upgraded for years I could hear the underground in my room on the 14th floor it seemed to be worse the higher you went It sounded like mild thunder Fridge did not work and nothing in it ",101,"Location very close to Gloucester Rd tube station Breakfast can be purchased ahead with a discount Great selection and quality",21,7.8,6.3,5,854,1
"238299",238311,"DoubleTree by Hilton Hotel London Tower of London","GB","London",51.5108412,-0.0780581,"23","2200","13400","NULL","Couple","Leisure trip","1",20160831,"337 day",0,0,7491,1,71.4286,"United States of America ","Na",2,"Great shower Comfortable bed",5,8.7,9,62,1936,1
"121060",121072,"Hotel Opera Cadet","FR","Paris",48.8754371,2.3434586,"82","5100","30000","NULL","Couple","Leisure trip","4",20160731,"368 day",0,0,349,0,0,"United States of America ","Air Conditioning was OK for Europe but not up to US standards ",14,"No Positive",0,8.5,9.6,1,33,0
"344447",344459,"Hilton London Kensington Hotel","GB","London",51.5051084,-0.213266,"2","597","7900","NULL","Solo traveler","Leisure trip","2",20161017,"290 day",0,0,3801,1,59.3103,"Portugal ","The room I was given in the 1st floor 1097 was very small the eating wasn t working very well and saturday evening I heard noise of music coming from a party I reclaimed the next morning and the reception officer was really and invited me to come again and have un upgrade in the next stay ",59,"The location was very convenient I wanted to stay walking distance to Portobello Rd but away from crowds as at Nottinghill Gate To arrive from Gatwick is quick and much less expensive than using the Gatwick express You go diretly thryu Southern lines change at Clapham Junction and go strait to Sheperd s Bush where the Hilton is the other side of the road Breakfast is good and service is also good despite Hilton being a huge hotel where personal attendance is almost impossible ",86,7.8,8.3,9,843,0
"68383",68395,"Britannia International Hotel Canary Wharf","GB","London",51.5019097,-0.0232208,"7","447","4700","Business","Solo traveler","Business trip","1",20151102,"640 day",0,0,9086,0,0,"United Kingdom ","4 rooms booked were horrendous",6,"No Positive",0,7.1,2.5,2,2682,0
"466424",466436,"Amba Hotel Charing Cross","GB","London",51.508236,-0.1261963,"98","4200","20900","NULL","Family with older children","Leisure trip","1",20160810,"358 day",0,0,1694,1,100,"Canada ","No Negative",0,"Welcoming and inviting atmosphere with friendly smiling faces and a glass of fruity water from the staff Great location ",21,9.3,9.6,1,359,0
"63496",63508,"Hotel Xenia Autograph Collection","GB","London",51.4946905,-0.1910197,"15","956","11100","Classic","Solo traveler","Leisure trip","6",20160822,"346 day",0,0,682,1,62.069,"Canada ","Can t think of anything I didn t like ",11,"Beautiful property and very attentive staff Probably one of the best hotels I have stayed at ",18,9,10,11,148,1
"87492",87504,"DoubleTree by Hilton London Victoria","GB","London",51.49398,-0.143372,"8","1100","20100","NULL","Family with young children","Leisure trip","2",20160402,"488 day",0,0,2902,0,38.806,"Switzerland ","Breakfast felt crowded although we were able to be seated quickly We think it was because the tables were close together and when getting our food at the buffet there was not a lot of room Also ideally they need a better way to cross the road from the station to the front entrance There is a cross walk but farther down in the wrong direction of the station so you have to loop back But this is being picky ",82,"The staff was super friendly The location was unbeatable so central and accessible if you are coming from Gatwick Everything felt new and shiny and the beds were comfy My daughter fell in love with their english breakfast The hotel was actually part of our memory of a great trip ",52,8.4,9.6,3,660,0
"408214",408226,"Hotel Dei Cavalieri","IT","Milan",45.4608547,9.1886179,"36","2100","10800","NULL","Solo traveler","Business trip","2",20160305,"516 day",0,0,3445,0,42.8571,"Switzerland ","No negative remark everything was perfect ",8,"Nice rooms great service ",6,8.4,10,55,301,0
"486946",486958,"Sina The Gray","IT","Milan",45.4655368,9.1914986,"52","1900","10800","NULL","Couple","Leisure trip","1",20170710,"24 days",0,0,346,0,36.3636,"Germany ","There wasn t any service on the terrace It would have been nice to have drinks there after dinner ",21,"The location is amazing and the staff is super polite ",12,8.3,9.6,2,44,1
"209470",209482,"H tel Powers","FR","Paris",48.8691409,2.3031503,"42","2100","22600","NULL","Couple","Leisure trip","5",20160211,"539 day",0,0,956,1,100,"Egypt ","No Negative",0,"Great location",3,8.5,9.2,36,149,1
"453511",453523,"Austria Trend Hotel Ananas Wien","AT","Vienna",48.1915401,16.3546263,"21","1700","10200","Classic","Couple","Leisure trip","2",20170630,"34 days",0,0,4217,1,52.1739,"Slovakia ","The bathroom was very tiny the shower was terrible ",11,"Bed was huge and very comfortable the room was spacious ",12,8.2,8.3,9,284,1
"215330",215342,"Victoires Opera","FR","Paris",48.8648997,2.3469433,"145","5500","29700","Classic","Group","Leisure trip","1",20170419,"106 day",0,0,273,0,0,"France ","Small room mostly for one person Otherwise charming ",10,"No Positive",0,7.5,9.2,1,32,1
"385968",385980,"Hotel Die Port van Cleve","NL","Amsterdam",52.3741426,4.8907741,"65","3500","9400","NULL","Group","Leisure trip","1",20160605,"424 day",0,0,1189,0,24.4444,"United States of America ","The room was very small limited space to put suitcases but we were only there for a night so it was okay but wouldn t have wanted to be there any longer ",34,"Loved the big windows in the room we had ",11,8,8.3,1,191,0
"9991",10003,"Grand Royale London Hyde Park","GB","London",51.5109945,-0.1863417,"36","964","12400","NULL","Group","Business trip","2",20170217,"167 day",0,0,6539,0,40,"Ireland ","Rooms were a little dark and small Breakfast not great ",12,"Beautiful building very close to Tube Station",8,7.7,7.5,1,1274,1
"445819",445831,"Austria Trend Hotel Park Royal Palace Vienna","AT","Vienna",48.191339,16.3165873,"3","234","5800","Deluxe","Solo traveler","Leisure trip","1",20170108,"207 day",0,0,3667,1,68.75,"United Kingdom ","thicker duvets needed ",5,"Large room nice bathroom pleasing decor Excellent breakfast buffet ",11,8.8,9.6,1,251,0
"502696",502708,"Boutique Hotel Notting Hill","NL","Amsterdam",52.3583821,4.8988777,"27","2500","9500","NULL","Solo traveler","Solo traveler","4",20151218,"594 day",0,0,2085,0,28.125,"United Kingdom ","The basement room had no window except looking up to the street so had to have blind closed the whole time unless you wanted people looking down into your room but i was mainly there just to sleep so it was not so bad ",46,"The location is great and very close to the Line 4 tram stop right outside the door",18,8.4,8.3,8,404,0
"78875",78887,"The Rockwell","GB","London",51.4948059,-0.1926525,"13","888","10700","NULL","Solo traveler","Business trip","1",20151210,"602 day",0,0,1470,1,100,"United Kingdom ","No Negative",0,"Lovely welcome from staff Rooms were excellent",8,8.6,10,6,275,0
"36487",36499,"Novotel London Waterloo","GB","London",51.4948465,-0.1187481,"2","1200","21700","Superior","Couple","Leisure trip","1",20151026,"647 day",0,0,1047,0,4.08163,"United Kingdom ","The parking set up was awful there was no provision for taking your car out and returning it during the night Payment was expected every time the car was removed instead of a set charge on checkout The power went off halfway through the evening ",47,"Location",2,8.2,7.1,2,176,1
"178186",178198,"Best Western Aulivia Op ra","FR","Paris",48.8730552,2.3540112,"66","3900","28800","Classic","Solo traveler","Leisure trip","3",20160531,"429 day",0,0,570,1,96.6667,"Netherlands ","",2,"Very good housekeeping Everything was superclean when I arrived and even though I was out late daily i always found my room cleaned with fresh towels and complementary goods renewed Area is very lively and up and coming with lots of young people and hip and happening bars and restaurant Excellent location even said by locals ",58,7.8,9.2,1,51,1
"165916",165928,"Strand Palace Hotel","GB","London",51.5110993,-0.1208673,"76","3300","21400","Standard","Couple","Leisure trip","1",20170802,"1 days",0,0,9568,0,45.4545,"United Kingdom ","Breakfast was only warm ",6,"All staff were courteous",5,8.1,7.9,1,2288,1
"71227",71239,"H tel Bedford","FR","Paris",48.8720593,2.3236802,"66","2800","29100","Classic","Couple","Leisure trip","1",20151207,"605 day",0,0,1703,0,35.7143,"Belgium ","Hair dryer cut out while drying hair ",9,"Friendly helpful staff ",5,8.6,8.3,9,230,0
"240179",240191,"Hotel Ares Eiffel","FR","Paris",48.8503276,2.2982022,"23","1400","20100","NULL","Family with older children","Leisure trip","6",20151204,"608 day",0,0,667,1,100,"United States of America ","No Negative",0,"Staff speaks very good English and are very friendly Very easy to communicate ",15,8.8,10,1,103,1
"69309",69321,"Hilton London Euston","GB","London",51.5265189,-0.1303689,"13","3600","20600","NULL","Couple","Leisure trip","1",20160928,"309 day",0,0,843,0,41.3793,"Guernsey ","Room was a little bit too hot as on 4th floor and in the eaves ",17,"Staff were incredibly friendly and helpful Couldn t do enough ",12,7.4,9.6,2,198,1
"318512",318524,"Holiday Inn London Wembley","GB","London",51.5590955,-0.284704,"4","554","2700","NULL","Couple","Leisure trip","1",20151027,"646 day",0,0,3469,1,54.5455,"United Kingdom ","Room overpriced for quality of hotel only real downside",10,"Great location for Wembley stadium and good car parking facilities ",12,8.3,6.7,2,1005,1
"411454",411466,"Silken Ramblas","ES","Barcelona",41.3830117,2.1700699,"76","4100","13900","NULL","Couple","Leisure trip","1",20160617,"412 day",0,0,1949,1,100,"United Kingdom ","No Negative",0,"Great night sleep rooms were great ",8,7.9,10,1,184,1
