"Hotel_Name","Hotel_Country","Hotel_City","Hotel_lat","Hotel_lng","Businesses_100m","Businesses_1km","Businesses_5km","Room_Type_Level","Guest_Type","Trip_Type","Stay_Duration","Review_Date","Days_Since_Review","Is_Hotel_Holiday","Is_Reviewer_Holiday","Total_Number_of_Reviews","Review_Is_Positive","Review_Positivity_Rate","Reviewer_Nationality","Average_Score","Reviewer_Score","Total_Number_of_Reviews_Reviewer_Has_Given","Additional_Number_of_Scoring","Submitted_from_Mobile"
"Hotel Cavour","Italia","Milan",45.4726942,9.1943911,"29","47","9","Other","Solo traveler","Leisure trip",2,2016-02-24,526,"No","No",2463,"Yes",84.6154,"Switzerland ",8.5,9.2,53,233,"No"
"Grange Clarendon Hotel","Gran Bretaña","London",51.5197933,-0.1241844,"57","131","109","Other","Couple","Leisure trip",1,2015-12-29,583,"No","No",823,"No",0,"United Kingdom ",8.1,5,7,171,"No"
"H tel F licien by Elegancia","Francia","Paris",48.8493082,2.2743626,"84","224","13","Standard","Couple","Leisure trip",1,2015-08-06,728,"No","No",448,"Yes",53.3333,"United Kingdom ",8.4,9.6,2,34,"No"
"Villa Beaumarchais","Francia","Paris",48.8589516,2.3670407,"72","111","144","Other","Family","Leisure trip",1,2015-09-03,700,"No","No",1442,"Yes",100,"United Kingdom ",8.1,7.5,1,149,"No"
"Hotel degli Arcimboldi","Italia","Milan",45.5257221,9.2150033,"36","25","213","Other","Couple","Leisure trip",5,2015-12-17,595,"No","No",10842,"Yes",100,"Greece ",8.3,9.2,2,563,"Yes"
"Club Quarters Hotel St Paul s","Gran Bretaña","London",51.5139298,-0.101126,"70","41","104","Other","Couple","Leisure trip",1,2016-02-07,543,"No","No",4117,"Yes",100,"United Kingdom ",8.4,10,1,918,"Yes"
"Hotel Da Vinci","Italia","Milan",45.5331372,9.1711019,"1","130","192","Other","Couple","Leisure trip",3,2017-06-28,36,"No","No",16670,"Yes",69.0909,"Croatia ",8.1,7.5,8,904,"Yes"
"Holiday Inn London Regent s Park","Gran Bretaña","London",51.5222472,-0.1426128,"53","116","99","Other","Couple","Leisure trip",4,2016-09-27,310,"No","No",2266,"No",37.037,"Israel ",8.2,9.2,1,542,"Yes"
"Pullman London St Pancras","Gran Bretaña","London",51.5286766,-0.1283489,"31","62","104","Classic","Couple","Leisure trip",1,2016-03-27,494,"No","No",3168,"Yes",90.2256,"United Kingdom ",8.9,6.7,20,728,"No"
"Avenida Palace","España","Barcelona",41.3891168,2.1671986,"64","139","41","Other","Couple","Leisure trip",3,2017-07-24,10,"No","No",3222,"No",3.63636,"United Kingdom ",8.4,4.2,3,343,"Yes"
"Park Avenue Baker Street","Gran Bretaña","London",51.5241452,-0.1609907,"11","320","86","Other","Couple","Leisure trip",5,2016-08-04,364,"No","No",1913,"No",34.1463,"New Zealand ",7.7,6.7,5,468,"Yes"
"Park Grand Paddington Court","Gran Bretaña","London",51.5135555,-0.180002,"44","281","47","Other","Couple","Leisure trip",1,2016-09-18,319,"No","No",6608,"No",48.9796,"United Kingdom ",8.1,10,2,1243,"No"
"Hotel Pulitzer","España","Barcelona",41.386136,2.1682914,"80","136","41","Other","Couple","Leisure trip",4,2017-06-21,43,"No","No",1746,"No",0,"Australia ",8.8,7.5,1,256,"No"
"Hyatt Regency Paris Etoile","Francia","Paris",48.8802782,2.2843852,"32","12","44","Other","Family","Leisure trip",2,2015-09-24,679,"No","No",3973,"No",23.4043,"United States of America ",7.1,4.6,3,429,"Yes"
"St Paul s Hotel","Gran Bretaña","London",51.4934752,-0.2153256,"51","193","222","Classic","Solo traveler","Leisure trip",1,2017-06-21,43,"No","No",812,"Yes",91.6667,"United Kingdom ",9,9.6,6,204,"No"
"Hotel Mozart","Italia","Milan",45.4834133,9.1666361,"37","189","238","Classic","Group","Business trip",3,2017-06-26,38,"No","No",4015,"Yes",52,"Poland ",8,8.3,1,323,"No"
"The Whitechapel","Gran Bretaña","London",51.5161286,-0.0624458,"20","236","9","Deluxe","Solo traveler","Business trip",1,2016-02-27,523,"No","No",830,"No",46.6667,"United Kingdom ",7.6,7.1,2,187,"No"
"Mercure London Paddington Hotel","Gran Bretaña","London",51.5161139,-0.1749521,"66","205","59","Other","Couple","Leisure trip",1,2017-06-27,37,"No","No",1458,"No",31.6092,"Australia ",7.6,5.8,3,317,"No"
"Catalonia Catedral","España","Barcelona",41.3846637,2.1740902,"21","132","38","Other","Group","Leisure trip",2,2016-04-03,487,"No","No",1914,"Yes",100,"United Kingdom ",9.2,10,1,247,"Yes"
"Park Grand London Hyde Park","Gran Bretaña","London",51.5157316,-0.1802179,"84","266","46","Other","Solo traveler","Leisure trip",7,2017-05-27,68,"No","No",1891,"Yes",83.0189,"United States of America ",7.5,8.3,1,441,"No"
"IntercityHotel Wien","Austria","Vienna",48.1965878,16.3413729,"70","12","240","Deluxe","Family","Leisure trip",4,2017-01-10,205,"No","No",3003,"Yes",100,"Bosnia and Herzegovina ",8.5,10,1,190,"Yes"
"Mercure Hotel Amsterdam City South","Holanda","Amsterdam",52.335182,4.9138688,"2","43","229","Classic","Family","Leisure trip",3,2016-10-10,297,"No","No",3568,"Yes",85,"Australia ",8.2,9.6,4,474,"Yes"
"Rochester Champs Elysees","Francia","Paris",48.8724945,2.3091549,"85","60","137","Classic","Solo traveler","Business trip",1,2016-10-20,287,"No","No",570,"No",0,"Italy ",8.5,5.8,4,88,"No"
"Millennium Gloucester Hotel London","Gran Bretaña","London",51.4935083,-0.1834346,"38","267","36","Standard","Couple","Leisure trip",1,2016-04-26,464,"No","No",5726,"No",33.3333,"United Kingdom ",7.8,6.3,3,1444,"Yes"
"Mercure Paris Opera Garnier","Francia","Paris",48.8749511,2.3259532,"96","101","168","Other","Group","Leisure trip",5,2016-01-02,579,"No","No",501,"Yes",60,"United Kingdom ",8.1,8.8,2,42,"No"
"H tel de Jos phine BONAPARTE","Francia","Paris",48.8555319,2.3621212,"5","106","154","Classic","Solo traveler","Leisure trip",2,2016-06-28,401,"No","No",240,"Yes",100,"United Kingdom ",9,10,2,27,"Yes"
"Park Plaza Victoria London","Gran Bretaña","London",51.4942539,-0.1414756,"57","12","98","Other","Family","Leisure trip",1,2017-02-05,179,"No","No",4426,"Yes",57.8947,"United Kingdom ",8.6,10,1,954,"Yes"
"London Marriott Maida Vale","Gran Bretaña","London",51.5357597,-0.1902591,"3","126","8","Deluxe","Couple","Leisure trip",1,2017-07-24,10,"No","No",1042,"No",29.1667,"Qatar ",8.1,8.3,3,278,"Yes"
"Grand Hotel Downtown","Holanda","Amsterdam",52.36513,4.8729422,"37","17","232","Deluxe","Group","Leisure trip",4,2016-06-14,415,"No","No",1270,"No",17.1429,"Saudi Arabia ",7.5,7.5,12,218,"Yes"
"Bilderberg Hotel Jan Luyken","Holanda","Amsterdam",52.3599196,4.8810128,"48","60","234","Other","Solo traveler","Leisure trip",1,2016-12-23,223,"No","No",1207,"No",13.6364,"Austria ",8.3,7.5,1,170,"Yes"
"Hilton London Kensington Hotel","Gran Bretaña","London",51.5051084,-0.213266,"36","194","223","Other","Family","Leisure trip",2,2015-12-15,597,"No","No",3801,"No",14.2857,"United Kingdom ",7.8,7.1,2,843,"Yes"
"Grand Hotel Downtown","Holanda","Amsterdam",52.36513,4.8729422,"37","17","232","Other","Solo traveler","Business trip",3,2017-02-07,177,"No","No",1270,"No",43.1818,"Belgium ",7.5,2.5,2,218,"No"
"Westside Arc de Triomphe Hotel","Francia","Paris",48.8811741,2.2948337,"67","47","81","Other","Solo traveler","Business trip",2,2016-03-30,491,"No","No",1738,"No",31.25,"France ",8.1,7.1,19,166,"Yes"
"St James Court A Taj Hotel London","Gran Bretaña","London",51.4986732,-0.1376867,"41","91","101","Classic","Couple","Leisure trip",3,2016-05-22,438,"No","No",5394,"Yes",57.1429,"United Kingdom ",8.7,9.6,3,1299,"Yes"
"Park Plaza Sherlock Holmes London","Gran Bretaña","London",51.5209191,-0.1566567,"89","17","89","Other","Couple","Leisure trip",1,2016-05-27,433,"No","No",1496,"No",4.37956,"United Kingdom ",8.2,7.9,2,341,"Yes"
"Holiday Inn London Wembley","Gran Bretaña","London",51.5590955,-0.284704,"62","181","145","Other","Family","Leisure trip",1,2015-11-22,620,"No","No",3469,"No",48.3871,"United Kingdom ",8.3,9.2,1,1005,"No"
"Copthorne Tara Hotel London Kensington","Gran Bretaña","London",51.499046,-0.1917073,"62","5","10","Other","Couple","Leisure trip",4,2017-05-21,74,"No","No",7105,"No",47.7612,"United Kingdom ",8.1,7.9,2,1831,"No"
"Holiday Inn Paris Saint Germain des Pr s","Francia","Paris",48.846837,2.3258066,"70","67","168","Standard","Group","Business trip",2,2016-01-26,555,"No","No",1407,"Yes",68.9655,"Turkey ",8.1,6.7,8,139,"Yes"
"H tel Concorde Montparnasse","Francia","Paris",48.8381079,2.318669,"11","35","153","Classic","Couple","Leisure trip",2,2016-02-17,533,"Yes","Yes",2515,"Yes",58.8235,"United Kingdom ",7.9,7.5,1,228,"Yes"
"The Gore Hotel Starhotels Collezione","Gran Bretaña","London",51.5001979,-0.1795357,"116","298","48","Other","Couple","Leisure trip",1,2016-02-10,540,"No","No",968,"No",23.7113,"",8.6,7.5,6,227,"Yes"
"Hotel Atlanta","Austria","Vienna",48.2037451,16.3356767,"124","336","242","Other","Couple","Leisure trip",3,2017-05-21,74,"No","No",2724,"No",24.7191,"Serbia ",7.8,6.7,10,214,"No"
"Holiday Inn London Brent Cross","Gran Bretaña","London",51.5731061,-0.2233332,"1","36","190","Family","Family","Leisure trip",2,2015-08-09,725,"No","No",835,"No",32.6531,"United Kingdom ",7.9,10,6,269,"Yes"
"Hotel K nig von Ungarn","Austria","Vienna",48.2082215,16.3751842,"89","73","3","Other","Couple","Leisure trip",3,2015-10-16,657,"No","No",1207,"Yes",100,"United States of America ",9.3,10,1,138,"No"
"Hotel Stefanie","Austria","Vienna",48.2142766,16.3801779,"5","47","241","Other","Couple","Leisure trip",3,2016-07-19,380,"No","No",3883,"Yes",100,"France ",9.1,9.6,4,404,"Yes"
"Element Amsterdam","Holanda","Amsterdam",52.3312406,4.8774466,"41","53","233","Classic","Couple","Leisure trip",5,2016-08-07,361,"No","No",1369,"Yes",100,"Cyprus ",8.9,9.6,2,161,"Yes"
"Blakemore Hyde Park","Gran Bretaña","London",51.5129736,-0.1837431,"33","288","33","Other","Couple","Leisure trip",4,2016-07-17,382,"No","No",6596,"Yes",100,"Canada ",8.5,8.8,2,1198,"No"
"Catalonia Eixample 1864","España","Barcelona",41.393599,2.1684151,"54","120","41","Other","Group","Leisure trip",2,2016-11-07,269,"No","No",2372,"Yes",94.5455,"United Kingdom ",8.3,10,2,237,"Yes"
"Grand Royale London Hyde Park","Gran Bretaña","London",51.5109945,-0.1863417,"58","329","24","Other","Solo traveler","Business trip",1,2016-02-04,546,"No","No",6539,"No",21.2121,"United Kingdom ",7.7,6.7,2,1274,"Yes"
"Intercontinental London The O2","Gran Bretaña","London",51.5024348,-0.0002497,"2","6","182","Deluxe","Couple","Leisure trip",1,2016-05-22,438,"No","No",4204,"Yes",100,"United Kingdom ",9.4,10,1,1258,"Yes"
"Eurostars Grand Marina Hotel GL","España","Barcelona",41.371308,2.181698,"36","24","30","Other","Couple","Leisure trip",3,2016-05-19,441,"No","No",4559,"Yes",61.25,"United Kingdom ",8.5,10,1,666,"Yes"
"Meli Milano","Italia","Milan",45.4792738,9.1459546,"106","123","213","Standard","Couple","Leisure trip",3,2017-07-26,8,"No","No",984,"No",0,"United Kingdom ",8.3,4.2,2,86,"Yes"
"The Rockwell","Gran Bretaña","London",51.4948059,-0.1926525,"20","300","8","Standard","Couple","Leisure trip",1,2016-09-04,333,"No","No",1470,"No",27.2727,"United Kingdom ",8.6,10,6,275,"No"
"De Vere Devonport House","Gran Bretaña","London",51.480672,-0.0071375,"95","80","185","Other","Couple","Leisure trip",4,2017-07-21,13,"No","No",1827,"No",27.2727,"United Kingdom ",8.2,7.9,5,484,"Yes"
"Holiday Inn London Wembley","Gran Bretaña","London",51.5590955,-0.284704,"62","181","145","Other","Family","Leisure trip",2,2015-08-30,704,"No","No",3469,"Yes",100,"United Kingdom ",8.3,8.3,1,1005,"Yes"
"Amba Hotel Marble Arch","Gran Bretaña","London",51.5144004,-0.1565506,"56","29","90","Standard","Couple","Leisure trip",2,2016-01-09,572,"No","No",3980,"Yes",100,"United Kingdom ",8.5,9.6,3,908,"Yes"
"St George Hotel","Gran Bretaña","London",51.5182768,-0.1583511,"116","12","87","Other","Group","Leisure trip",1,2016-09-06,331,"No","No",334,"No",27.7778,"United Kingdom ",7.4,5.8,5,61,"No"
"Club Quarters Hotel Trafalgar Square","Gran Bretaña","London",51.506935,-0.126012,"63","132","106","Business","Group","Business trip",1,2016-03-18,503,"No","No",2494,"Yes",75,"United Kingdom ",8.5,9.2,47,602,"No"
"K K Hotel Picasso","España","Barcelona",41.3866227,2.1840722,"49","62","31","Other","Couple","Leisure trip",3,2017-03-21,135,"No","No",1517,"Yes",83.3333,"United Kingdom ",8.9,10,1,211,"No"
"Auteuil Tour Eiffel","Francia","Paris",48.8506499,2.2750873,"3","231","15","Standard","Couple","Leisure trip",3,2016-04-07,483,"No","No",1266,"No",47.3684,"United Kingdom ",7.5,7.1,2,134,"Yes"
"H10 Metropolitan 4 Sup","España","Barcelona",41.3875467,2.1673975,"89","139","41","Other","Solo traveler","Leisure trip",6,2015-09-28,675,"No","No",1834,"Yes",53.8462,"United States of America ",9.2,10,1,252,"Yes"
"Corus Hotel Hyde Park","Gran Bretaña","London",51.5119446,-0.179939,"106","299","47","Standard","Family","Leisure trip",2,2015-09-15,688,"No","No",2562,"Yes",89.3617,"United Kingdom ",7.6,9.2,8,452,"No"
"H10 Itaca","España","Barcelona",41.3810311,2.1455516,"95","29","34","Other","Group","Leisure trip",3,2015-11-20,622,"No","No",732,"No",10.5263,"United Arab Emirates ",8.2,6.3,5,61,"Yes"
"London Marriott Hotel County Hall","Gran Bretaña","London",51.5016102,-0.1191545,"31","73","114","Deluxe","Family","Leisure trip",2,2016-11-28,248,"No","No",573,"Yes",66.6667,"United Kingdom ",8.5,9.6,1,104,"Yes"
"The Ring Vienna s Casual Luxury Hotel","Austria","Vienna",48.2017091,16.3710205,"63","82","4","Business","Solo traveler","Business trip",1,2017-04-23,102,"No","No",917,"No",42.4242,"Russia ",9,9.6,99,107,"No"
"Austria Trend Hotel Ananas Wien","Austria","Vienna",48.1915401,16.3546263,"38","41","3","Classic","Couple","Leisure trip",2,2016-10-05,302,"No","No",4217,"Yes",71.4286,"China ",8.2,9.2,5,284,"Yes"
"Hampshire Hotel Amsterdam American","Holanda","Amsterdam",52.363889,4.881302,"52","67","234","Classic","Couple","Leisure trip",5,2016-12-04,242,"No","No",4032,"No",40,"United Kingdom ",8.5,10,2,601,"Yes"
"Snob Hotel by Elegancia","Francia","Paris",48.8622723,2.3495707,"111","179","167","Classic","Couple","Leisure trip",4,2017-01-06,209,"No","No",246,"Yes",59.0909,"Cyprus ",9,8.3,2,18,"Yes"
"Ambassade Hotel","Holanda","Amsterdam",52.369391,4.8871721,"66","116","236","Classic","Couple","Leisure trip",2,2015-08-28,706,"No","No",1611,"No",0,"South Africa ",9.3,7.9,1,265,"No"
"Park Plaza Victoria London","Gran Bretaña","London",51.4942539,-0.1414756,"57","12","98","Other","Couple","Leisure trip",1,2016-05-31,429,"No","No",4426,"Yes",100,"United Kingdom ",8.6,9.2,26,954,"No"
"The Gore Hotel Starhotels Collezione","Gran Bretaña","London",51.5001979,-0.1795357,"116","298","48","Other","Solo traveler","Leisure trip",1,2015-11-10,632,"No","No",968,"Yes",100,"United Kingdom ",8.6,9.6,1,227,"No"
"Strand Palace Hotel","Gran Bretaña","London",51.5110993,-0.1208673,"102","105","111","Other","Couple","Leisure trip",2,2016-02-16,534,"No","No",9568,"Yes",57.6923,"United Kingdom ",8.1,8.8,1,2288,"Yes"
"Melia White House Hotel","Gran Bretaña","London",51.5298597,-0.1444623,"36","55","95","Classic","Couple","Leisure trip",2,2016-08-31,337,"No","No",1871,"No",36.3636,"United Kingdom ",8.3,9.2,1,354,"Yes"
"Hotel Balmoral","España","Barcelona",41.3961294,2.1551626,"50","105","38","Other","Solo traveler","Business trip",1,2015-09-18,685,"No","No",1023,"Yes",100,"Portugal ",8.3,8.3,51,92,"No"
"Hilton London Metropole","Gran Bretaña","London",51.5195688,-0.170521,"41","249","70","Other","Couple","Leisure trip",2,2015-10-27,646,"No","No",6977,"Yes",100,"United Kingdom ",7.5,9.6,3,1485,"No"
"Strand Palace Hotel","Gran Bretaña","London",51.5110993,-0.1208673,"102","105","111","Other","Couple","Leisure trip",1,2017-06-11,53,"No","No",9568,"No",26.087,"United Kingdom ",8.1,5.8,1,2288,"Yes"
"Flemings Mayfair","Gran Bretaña","London",51.5064607,-0.1454198,"68","94","97","Deluxe","Couple","Leisure trip",2,2016-12-27,219,"No","No",1161,"Yes",61.4286,"United Arab Emirates ",8.7,9.6,13,289,"Yes"
"Suite Hotel 900 m zur Oper","Austria","Vienna",48.1935235,16.3669145,"20","41","3","Deluxe","Couple","Leisure trip",2,2015-08-09,725,"No","No",3461,"No",34.0426,"Russia ",8,7.5,9,260,"Yes"
"Shepherd s Bush Boutique Hotel","Gran Bretaña","London",51.5054544,-0.2262216,"32","233","216","Standard","Group","Leisure trip",1,2016-09-02,335,"No","No",1069,"No",36.6667,"United States of America ",8,9.2,15,227,"No"
"Capri by Fraser Barcelona","España","Barcelona",41.3976233,2.188975,"73","261","27","Deluxe","Family","Leisure trip",6,2017-03-02,154,"No","No",2988,"No",50,"United Kingdom ",8.8,8.3,5,289,"Yes"
"Hotel Arena","Holanda","Amsterdam",52.3605759,4.9159683,"84","138","228","Duplex","Solo traveler","Leisure trip",5,2017-07-31,3,"No","No",1403,"No",37.5,"Canada ",7.7,7.5,1,194,"Yes"
"Hotel Vueling Bcn by HC","España","Barcelona",41.3831641,2.1604736,"42","111","41","Other","Couple","Leisure trip",1,2017-05-22,73,"No","No",1696,"Yes",64.8649,"Spain ",8.8,9.6,1,167,"Yes"
"Radisson Blu Hotel Amsterdam","Holanda","Amsterdam",52.3702469,4.8966743,"50","105","238","Other","Couple","Leisure trip",3,2016-05-03,457,"No","No",4593,"No",50,"United States of America ",8.6,9.2,7,827,"Yes"
"Hotel Op ra Richepanse","Francia","Paris",48.8686931,2.325211,"92","82","167","Classic","Couple","Leisure trip",4,2016-11-19,257,"No","No",1073,"No",23.5294,"Saudi Arabia ",9.2,7.5,3,127,"No"
"DoubleTree by Hilton London Chelsea","Gran Bretaña","London",51.475172,-0.1870629,"2","118","20","Other","Group","Leisure trip",1,2015-09-27,676,"No","No",1181,"Yes",100,"United Kingdom ",8.3,10,1,360,"Yes"
"Le Parisis Paris Tour Eiffel","Francia","Paris",48.8494851,2.2955063,"38","17","84","Other","Solo traveler","Business trip",3,2015-12-19,593,"No","No",1477,"No",27.7778,"United States of America ",8.6,10,2,241,"No"
"Sunotel Central","España","Barcelona",41.3841429,2.1616896,"57","120","41","Other","Group","Leisure trip",3,2017-07-26,8,"No","No",3870,"No",30.5556,"Poland ",8.2,5.8,1,325,"No"
"Hilton London Kensington Hotel","Gran Bretaña","London",51.5051084,-0.213266,"36","194","223","Other","Couple","Leisure trip",3,2016-12-05,241,"No","No",3801,"No",0,"Netherlands ",7.8,4.2,1,843,"Yes"
"Intercontinental London The O2","Gran Bretaña","London",51.5024348,-0.0002497,"2","6","182","Deluxe","Couple","Leisure trip",1,2016-12-13,233,"No","No",4204,"Yes",100,"United Kingdom ",9.4,10,6,1258,"No"
"Hotel Mailberger Hof","Austria","Vienna",48.204183,16.3726664,"50","82","3","Other","Couple","Leisure trip",2,2015-08-14,720,"No","No",1781,"No",7.14286,"United States of America ",8.4,3.8,2,142,"Yes"
"Hotel Spadari Al Duomo","Italia","Milan",45.463579,9.1869092,"99","60","9","Other","Couple","Leisure trip",1,2016-10-27,280,"No","No",755,"Yes",100,"United Kingdom ",9.3,9.2,5,100,"Yes"
"St George s Hotel Wembley","Gran Bretaña","London",51.5553678,-0.2864945,"51","183","152","Other","Couple","Leisure trip",1,2015-11-16,626,"No","No",2274,"No",0,"United Kingdom ",8.9,9.2,1,540,"Yes"
"Hotel degli Arcimboldi","Italia","Milan",45.5257221,9.2150033,"36","25","213","Other","Family","Leisure trip",5,2016-01-14,567,"No","No",10842,"No",7.40741,"United States of America ",8.3,7.9,3,563,"Yes"
"every hotel Piccadilly","Gran Bretaña","London",51.5101462,-0.1315061,"16","172","103","Standard","Couple","Leisure trip",1,2016-10-10,297,"No","No",1685,"Yes",100,"United Kingdom ",8.8,9.6,1,326,"No"
"Ayre Hotel Caspe","España","Barcelona",41.3961021,2.1794688,"25","60","36","Other","Group","Business trip",4,2016-09-03,334,"No","No",3442,"Yes",57.1429,"United Kingdom ",8.5,10,3,312,"Yes"
"Hotel Cavendish","Gran Bretaña","London",51.5220522,-0.132414,"32","163","104","Other","Solo traveler","Business trip",1,2016-02-13,537,"No","No",2275,"No",40,"United Kingdom ",6.4,6.7,2,369,"No"
"Britannia International Hotel Canary Wharf","Gran Bretaña","London",51.5019097,-0.0232208,"95","145","192","Standard","Group","Leisure trip",1,2016-11-22,254,"No","No",9086,"No",50,"United Kingdom ",7.1,7.9,2,2682,"No"
"Sunotel Central","España","Barcelona",41.3841429,2.1616896,"57","120","41","Other","Family","Leisure trip",4,2017-04-11,114,"No","No",3870,"No",16.2791,"Iceland ",8.2,5,6,325,"No"
"Mayflower Hotel Apartments","Gran Bretaña","London",51.4916677,-0.1947475,"49","287","7","Other","Couple","Leisure trip",3,2015-11-23,619,"No","No",2197,"No",32.2581,"South Africa ",7.5,7.1,13,328,"No"
"Royal Garden Champs Elysees","Francia","Paris",48.8757155,2.3038781,"31","55","123","Other","Couple","Leisure trip",2,2015-10-13,660,"No","No",1125,"No",50,"United Kingdom ",7.3,9.6,2,115,"Yes"
"Hotel Esther a","Holanda","Amsterdam",52.3705447,4.8886439,"97","116","237","Other","Couple","Leisure trip",2,2016-02-14,536,"No","No",4687,"Yes",75,"United Kingdom ",9.1,10,2,834,"Yes"
